feature,value,1,2,3,4,5,6,7,8,9
num_mlp_0_0_outputs,20,-3.8573058,-2.1996462,1.4148179,3.464544,2.656401,2.4257274,-2.7605464,-7.697274,-8.990638
num_mlp_0_0_outputs,21,-0.42064068,4.030514,-0.009725983,-1.6931254,-1.522688,-0.59790105,-0.9099555,-0.1399887,-0.72589403
num_mlp_0_0_outputs,22,0.47263336,1.9857507,0.37319443,-0.587161,-1.5972924,0.15231442,-0.2651327,-0.4204375,-0.2868887
num_mlp_0_0_outputs,23,-0.72674465,4.0495167,1.6493342,-6.699711,-5.0351105,-1.3930807,-1.6765164,-0.9390335,-0.25963992
num_mlp_0_0_outputs,24,5.887281,-2.676671,-0.17947528,-1.1489544,-2.012712,-0.3779436,-0.32848358,-0.6593108,0.04063609
num_mlp_0_0_outputs,25,2.6238518,4.8709383,-4.7109504,-3.4179187,-1.471897,-1.5163453,-0.75467,-0.08017514,-0.86736876
num_mlp_0_0_outputs,26,4.945766,-0.6267712,-1.9660268,-1.1976241,-1.0656761,-0.6378962,-1.0409788,-0.61678314,-0.06068149
num_mlp_0_0_outputs,27,-0.42371932,2.5500524,-0.21344912,-0.4910111,-0.5842055,-0.4807245,-0.14331566,-0.6982408,0.13364196
num_mlp_0_0_outputs,28,3.0068407,4.0653706,-4.9111996,-3.5350854,-2.629495,-1.5165733,-0.8172524,-0.53672165,-0.33620912
num_mlp_0_0_outputs,29,1.7535899,1.68961,-1.506966,-0.75519997,-0.82074636,-0.44312024,-1.202812,0.028664306,0.011312206
num_mlp_0_0_outputs,3,2.6434822,-0.38140684,-0.5945457,-0.91067487,-0.85810006,-0.8190848,-0.5811721,-0.59177333,-0.4825555
num_mlp_0_0_outputs,4,0.3785603,4.435047,-1.6646264,-2.8152976,-0.92547685,-0.9566443,-0.47697508,-0.5788024,-0.41457045
num_mlp_0_0_outputs,5,4.9150043,3.694005,-6.2823515,-4.0570617,-2.8660548,-2.247955,-1.3947176,-0.15965691,-0.6794936
num_mlp_0_0_outputs,6,5.191628,-2.1200721,-2.073948,-1.8359234,-0.62091863,-1.077044,-0.99584585,-0.7704154,-0.47770694
num_mlp_0_0_outputs,7,2.2334542,5.130524,-3.8508544,-3.780783,-0.89551187,-0.6531676,-0.82526124,-1.1692506,-0.500724
num_mlp_0_0_outputs,8,9.1692295,-5.485748,-2.2802246,-1.724098,-2.2278328,-0.84484994,-0.3126352,-0.362967,-0.45110175
num_mlp_0_0_outputs,9,6.8389044,-2.758252,-1.7468663,-0.9848419,-2.858858,-0.7407395,-1.0138984,-0.04649776,-0.4821036
num_mlp_0_1_outputs,0,2.0540402,2.945384,3.2341082,-4.471977,-9.24515,-3.7489574,-1.6227865,-0.9295611,-1.3226203
num_mlp_0_1_outputs,1,0.03718787,-2.5413454,6.036397,6.9387493,-2.2153184,-13.544332,-17.199247,-11.301517,-10.377566
num_mlp_0_1_outputs,10,1.2899296,1.515207,-0.50823146,-1.2485915,-0.5377662,-0.7152185,-0.40618744,-0.6858636,-0.42345557
num_mlp_0_1_outputs,11,2.0576875,2.8831732,0.001806566,-3.6216433,-1.1788629,-0.7204214,-1.2342073,-0.48629478,-0.9193492
num_mlp_0_1_outputs,12,2.4693372,5.1158605,-1.289965,-3.8445935,-2.9526796,-0.95350647,-1.1977874,-0.7818591,-0.38421318
num_mlp_0_1_outputs,13,1.437996,1.8507084,-0.37091017,-0.9357257,-0.54771537,-1.1229885,-0.06398457,-0.7938495,-0.6050734
num_mlp_0_1_outputs,14,2.7351882,3.7887452,3.7204967,-9.581863,-6.390428,-3.4483447,-0.84699,-1.4154613,-1.1064259
num_mlp_0_1_outputs,15,-0.097814366,0.28098,2.7911623,1.7430091,-2.1103613,-4.306173,-4.0546293,-2.4458709,-2.0468223
num_mlp_0_1_outputs,16,7.355258,7.6073427,-4.690705,-12.264264,-15.167945,-10.466136,-0.7469745,0.30441457,-1.9808562
num_mlp_0_1_outputs,17,4.0973725,5.221194,-4.385278,7.01318,-9.401542,-11.634881,-4.5314226,-3.6714149,-3.1191328
num_mlp_0_1_outputs,18,-1.0048108,-0.2946628,1.0971687,0.4072171,-0.5361393,-0.21405014,-0.014315454,-0.69919634,-0.47459185
num_mlp_0_1_outputs,19,1.0756192,2.0426002,4.7298703,-2.9372609,-6.3268642,-2.9597995,-1.5582203,-0.9386604,-0.52010584
num_mlp_0_1_outputs,2,1.3786641,2.285041,3.4148486,-4.5816007,-4.604741,-2.3881738,-1.9281771,-0.3993409,-1.096331
num_mlp_0_1_outputs,20,4.4195857,2.484367,-5.9881005,-2.172002,-1.2247394,-1.3764659,-0.4965799,-0.5376325,-0.4585772
num_mlp_0_1_outputs,21,4.0138183,4.126472,-4.0049253,-4.048154,-1.2691538,-0.70441055,-0.24829908,-0.870801,-0.24998483
num_mlp_0_1_outputs,22,-0.54503554,1.1094398,2.096751,-0.18481895,-1.4352102,-1.5084465,-1.0775242,-0.9153763,-0.5325616
num_mlp_0_1_outputs,23,-0.13666368,-0.927586,3.4454734,4.748845,5.717059,-10.202098,-17.784237,-10.140535,-8.372384
num_mlp_0_1_outputs,24,3.7220464,2.9245355,-3.9014406,-3.1469002,-1.3530587,-1.30264,-1.325182,-0.8506139,-0.85502213
num_mlp_0_1_outputs,25,1.5332111,0.08700836,3.8454978,5.6290784,-14.164813,-7.8375993,-3.4927742,-3.6108787,-3.647096
num_mlp_0_1_outputs,26,0.5164712,-0.6239335,3.2274337,6.621743,2.5778744,-9.141176,-36.605484,-20.993855,-18.039423
num_mlp_0_1_outputs,27,0.72346836,1.4841108,2.907576,-0.885611,-2.8909822,-2.6193802,-2.2906206,-1.3381206,-1.3556136
num_mlp_0_1_outputs,28,-1.1909212,-2.7028322,-5.206065,1.5069784,12.80615,5.0257998,-3.7825277,-12.115138,-16.940924
num_mlp_0_1_outputs,29,-0.34349933,0.41877878,3.1368039,3.8920164,-3.2546601,-7.0962076,-4.634241,-2.3421612,-2.1600337
num_mlp_0_1_outputs,3,2.2443252,1.7569251,-1.4376403,-1.1695654,-1.0034766,-0.6630685,-0.47804517,-0.7626381,0.21513307
num_mlp_0_1_outputs,4,4.8712425,3.1903083,-6.1449676,-1.754165,-1.2809423,-1.1491171,-0.8525424,-0.6475733,-0.8088644
num_mlp_0_1_outputs,5,2.4880276,2.9813576,1.1665239,-6.586022,-2.0822353,-1.4824421,-0.7032288,-0.5555757,-0.7875638
num_mlp_0_1_outputs,6,-0.003963323,0.41683733,2.3908086,0.6435793,-0.4788355,-1.902246,-2.429105,-2.4117455,-1.6394403
num_mlp_0_1_outputs,7,4.38128,4.665525,-4.6379375,-4.627255,-1.7990687,-0.81454754,-0.9854199,-0.58788353,-0.32620963
num_mlp_0_1_outputs,8,0.5875866,1.1498625,3.934135,2.3328066,-5.572222,-5.3698974,-3.1272762,-1.4758977,-2.919863
num_mlp_0_1_outputs,9,0.15166476,1.0202758,3.7364407,1.8392154,-3.1191077,-5.0759387,-3.5945518,-2.6954923,-2.223709
ones,_,2.7030609,3.333217,0.4785763,1.1437854,2.6538277,-2.5075686,-9.081211,-12.841201,-16.002924
positions,0,0.13386343,0.3520008,-0.6558826,-0.31373355,-0.28233653,0.18208821,0.04874905,0.5080841,-0.030408857
positions,1,2.7763755,2.416817,0.53780746,0.93389857,2.4578598,-3.1410577,-8.52467,-11.437815,-13.296419
positions,10,2.6666656,2.7273488,0.88709533,1.3121781,3.426867,-2.1696317,-7.463029,-10.337833,-12.522634
positions,11,2.977154,3.0112963,1.1405649,1.7628546,3.6450226,-1.9703169,-7.2565265,-10.196703,-12.284611
positions,12,2.4743977,2.7183886,1.0478671,1.6173692,3.5684843,-1.977277,-7.336655,-10.178608,-12.257723
positions,13,2.8339005,2.951974,1.1579642,1.7750818,3.8987064,-1.7064918,-6.880504,-9.545741,-11.694847
positions,14,3.0632799,3.0742548,1.1586974,1.949469,4.0951166,-1.4326808,-6.657705,-9.446522,-11.387077
positions,15,2.9275217,3.1504312,1.3018082,2.0231545,4.2568445,-1.2667392,-6.5361214,-9.484104,-10.773854
positions,16,3.542957,3.481095,1.8007206,2.3571427,4.7357287,-0.79917824,-6.1237125,-8.882239,-10.873756
positions,17,2.7422352,3.4020457,1.6415602,2.120653,4.969247,-0.3330126,-5.433548,-8.154592,-9.319225
positions,18,3.92379,3.7086055,1.9320201,2.6371558,5.1081176,-0.31557307,-5.3609996,-8.252979,-9.811116
positions,19,3.3762255,4.0490317,1.8570908,2.7075868,5.675073,0.3341462,-4.4732637,-7.2940893,-10.133222
positions,2,2.6978078,2.4762757,0.4547319,0.82983977,2.8852751,-2.676034,-7.7367578,-10.894057,-13.552704
positions,20,0.11870826,0.27098584,-0.10870139,0.28233516,-0.15964365,0.25182253,-0.18589047,0.83744246,-0.032017875
positions,21,0.116283335,-0.06383857,-0.02414632,-0.33119118,0.25845346,0.34479663,-0.2811832,0.012443849,0.36943862
positions,22,0.10512826,-0.16102032,0.40680593,-0.3730568,-0.19822595,0.2278265,-0.010779531,-0.46462536,0.15769628
positions,23,-0.19804502,-0.5071914,0.04223485,0.5858216,0.5153813,0.27464795,-0.0131642865,0.46314028,0.03651304
positions,24,-0.16684403,-0.51768994,0.11006331,0.18197641,0.38793346,0.2824523,-0.40175828,0.3120172,0.09682601
positions,25,0.013473704,0.39495316,-0.48363587,-0.03520522,0.18531534,-0.20362106,0.33958825,-0.19872792,-0.08528987
positions,26,0.35677406,-0.19231758,-0.07597617,0.22877534,-0.06848789,0.57694536,0.102694035,0.45793802,-0.028367128
positions,27,-0.50989306,-0.23973395,0.18665746,-0.048795458,0.17100002,-0.34580284,-0.1365204,-0.1228346,-0.3109224
positions,28,0.5398184,0.1507695,-0.33547294,0.17928018,-0.106704555,0.082191736,-0.25802585,-0.0036558723,0.233421
positions,29,0.33497378,-0.025176402,-0.3045451,0.11689024,0.60967416,-0.37383097,0.4053647,-0.0015700038,0.2587128
positions,3,2.8270454,2.47115,0.3022377,0.6091482,2.3505595,-3.4191902,-8.743587,-11.936658,-14.728591
positions,4,2.4621258,2.2944083,0.50253534,0.9502596,2.6934056,-2.7285001,-7.896704,-10.727723,-12.843287
positions,5,2.5166364,2.2779605,0.59813803,1.138794,2.7487953,-2.6631525,-7.9011664,-10.653777,-12.989147
positions,6,2.9998848,2.7316022,0.92636555,1.1967418,2.4427497,-3.4416401,-8.710646,-12.142165,-15.259561
positions,7,2.5879242,2.6467412,0.78224534,1.2256671,2.8030434,-2.8092859,-8.140656,-11.117517,-13.013794
positions,8,2.707197,2.7659698,0.76306003,1.4159682,3.0523047,-2.525538,-7.885951,-10.581822,-12.750112
positions,9,2.595023,2.5545342,0.74073744,1.1240987,3.1212888,-2.3437557,-7.5312138,-10.258499,-12.033401
tokens,0,3.0102131,2.4082255,-0.011010991,1.1704781,3.1912556,-2.2316594,-6.4013505,-8.292403,-11.309134
tokens,1,2.036302,2.5268054,1.5315566,1.53681,2.922303,-2.425188,-6.464465,-8.014079,-10.260875
tokens,2,3.147632,2.529517,-0.031199321,1.0458826,3.218648,-2.378458,-6.300335,-8.299499,-10.484474
tokens,3,2.855206,2.415406,0.35651177,1.4659725,2.9180803,-2.6336017,-7.047487,-11.178925,-8.954564
tokens,4,2.9371922,2.2943974,-0.20426919,0.95632875,3.094215,-2.5173604,-6.352191,-8.639494,-9.370199
tokens,5,3.050359,2.346777,0.007462654,1.3073107,3.5127993,-1.9269357,-6.0878053,-7.407086,-10.392914
tokens,<pad>,0.8545174,0.26224968,0.4485089,0.29626676,0.40577114,0.055286173,0.002692189,-0.990872,-0.79365104
tokens,<s>,1.2769594,-0.2656339,-0.040384013,0.38762417,-0.25693572,-0.48393857,-0.81359875,-1.2425356,-0.5705303
tokens,_,0.89664817,-0.662633,0.6440165,0.49505103,-0.033932548,-0.2423026,-0.9892961,-1.0648519,-0.3645537
tokens,_,1.2990909,-0.43851706,0.3444163,0.3571209,0.23514237,-0.27330622,-0.6798067,-0.5931888,-0.8011659
tokens,_,0.9084734,0.34923124,0.20996945,1.0832152,-0.32592463,-0.15436621,-1.2808843,-1.4641418,-0.7250504
tokens,_,1.078988,0.5097,-0.44296065,1.3350579,-0.50246555,-0.08172821,-0.9307699,-1.2812191,-0.68811506
tokens,_,0.21707752,0.20044477,0.18633492,0.8938224,0.2316663,0.3026525,-0.9739339,-1.188896,-0.2058721
tokens,_,1.2572713,0.9702312,0.14999509,0.67702925,-0.30901092,-0.40523767,-1.0609102,-0.73896545,-0.31984174
tokens,_,1.1623698,1.0734154,-0.23356605,0.4880491,0.09531197,-0.54587173,-0.7513296,-0.94967246,-0.5449688
tokens,_,1.4777888,0.20756231,0.5559401,0.58638185,0.65962213,-0.16881748,-0.8321875,-0.42953864,-1.5605097
tokens,_,0.6135133,0.25300878,-0.6109532,0.6603635,-0.24028604,-0.022663942,-0.5337053,-0.6307416,-1.6067662
tokens,_,1.0628603,-0.15091737,0.5737296,1.0102185,0.06906491,-0.07268823,-1.3541924,-1.1274432,-1.4232361
tokens,_,1.7179459,0.60459405,0.030608848,1.0265764,-0.22393204,-0.69921106,-0.98561335,-1.2708951,-0.76382107
tokens,_,0.95399415,0.20779501,0.6490895,0.5258278,-0.3210637,0.0073433006,-0.9459222,-1.3824694,-0.7960457
tokens,_,0.23126402,0.41862735,0.12446244,0.70224804,0.25659633,-0.6310577,-0.6976471,-0.82864857,-1.1700629
tokens,_,0.8503579,0.48827156,0.6276399,0.83066833,-0.57477003,-0.23418324,-0.6678599,-1.0853838,-0.9835216
tokens,_,1.3439263,0.008138619,-0.43374917,0.6791457,-0.50242025,-0.55677086,-1.1593587,-1.63855,-1.3289028
tokens,_,1.0689315,0.56886923,0.44078806,-0.086652376,-0.055418298,-0.30919653,-0.12542717,-0.97816974,-1.3978541
tokens,_,0.7982828,0.34165573,0.35980886,0.45719567,-0.061392408,-0.48883134,-0.8738538,-0.90925485,-1.3394029
tokens,_,1.2740883,0.713231,0.89321566,-0.37357593,-0.6784965,-0.97237337,-1.0436114,-0.43270597,-0.8755314
tokens,_,0.471212,-0.17855224,0.8970161,0.42455816,-0.4641635,-0.5235393,-0.04112386,-0.784801,-0.45961836
tokens,_,0.3160686,1.3192022,0.60849386,-0.020089677,0.7169014,-0.16512743,-0.9150521,-1.162932,-0.92040986
tokens,_,1.4792717,0.6916594,0.24840817,-0.11781231,-0.03913004,-0.87531894,-1.2063184,-0.6529998,-1.1857084
tokens,_,1.4077553,1.3222992,0.09198858,0.37188157,-0.102406405,-0.28112966,-0.48106006,-0.5319494,-1.5281223
